83
65
2
84:f1:47:6d:66:6b,-65
84:f1:47:6d:66:6c,-65
84:f1:47:6d:66:6d,-65
00:f8:2c:19:39:61,-46
00:f8:2c:19:39:65,-46
00:f8:2c:19:39:69,-48
00:f8:2c:19:36:81,-80
68:ca:e4:3a:6c:ea,-86
68:ca:e4:3a:6c:eb,-87
68:ca:e4:3a:6c:ed,-87
00:f8:2c:19:36:85,-80
1c:3b:f3:ba:ca:c2,-61
00:f8:2c:19:36:89,-84
80:02:9c:1a:f3:23,-78
00:f8:2c:19:44:29,-81
00:f8:2c:19:39:6c,-49
00:f8:2c:19:44:25,-70
00:f8:2c:19:39:6d,-48
00:f8:2c:19:44:26,-69
84:f1:47:6c:4b:4b,-84
00:f8:2c:19:39:6a,-49
00:f8:2c:19:39:6b,-48
00:f8:2c:19:44:24,-69
00:f8:2c:19:44:21,-69
84:f1:47:6c:4b:4e,-85
00:f8:2c:19:44:22,-70
84:f1:47:6c:4b:4c,-85
00:f8:2c:19:39:6f,-48
84:f1:47:6c:4b:4d,-85
84:f1:47:6d:03:0b,-85
84:f1:47:6d:03:0e,-83
84:f1:47:6d:03:0c,-84
84:f1:47:6d:03:0d,-83
00:f8:2c:19:36:8a,-84
00:f8:2c:19:36:8c,-85
00:f8:2c:19:36:8b,-83
00:f8:2c:19:36:8d,-82
00:f8:2c:19:36:8f,-83
00:f8:2c:19:44:2f,-80
84:f1:47:6c:4b:42,-84
00:f8:2c:19:44:2c,-80
00:f8:2c:19:44:2d,-79
00:f8:2c:19:44:2a,-80
00:f8:2c:19:44:2b,-80
84:f1:47:6c:4b:44,-84
00:f8:2c:19:3b:01,-61
00:f8:2c:19:3b:00,-61
00:f8:2c:19:3b:03,-61
00:f8:2c:19:3b:02,-61
d8:0d:17:b0:35:70,-84
00:f8:2c:19:44:4d,-73
00:f8:2c:19:7a:cc,-81
18:d6:c7:ea:fb:50,-92
00:f8:2c:19:7a:ce,-82
00:f8:2c:19:7a:cd,-82
00:f8:2c:19:3b:0e,-52
00:f8:2c:19:3b:0d,-52
