143
53
2
00:f8:2c:19:9d:6e,-86
00:f8:2c:19:9d:6c,-85
60:38:e0:dc:bb:7e,-61
60:38:e0:dc:bb:7d,-43
00:f8:2c:19:16:2c,-71
00:f8:2c:19:16:2e,-72
00:f8:2c:19:16:2d,-72
00:f8:2c:19:8d:e2,-55
00:f8:2c:19:8d:e3,-55
00:f8:2c:19:8d:e0,-55
00:f8:2c:19:8d:e1,-55
00:f8:2c:1c:8d:40,-71
00:f8:2c:19:94:cd,-48
00:f8:2c:19:94:ce,-52
00:f8:2c:19:16:8e,-76
00:f8:2c:19:16:8d,-73
00:f8:2c:1c:8d:4e,-81
04:92:26:86:ef:18,-75
00:f8:2c:1c:8d:4d,-80
00:f8:2c:19:16:20,-64
00:f8:2c:19:94:c0,-57
00:f8:2c:19:94:c1,-57
00:f8:2c:19:94:c2,-57
00:f8:2c:19:8f:ae,-79
00:f8:2c:19:8f:ad,-79
00:f8:2c:19:8f:ac,-79
00:f8:2c:19:94:c3,-57
00:f8:2c:19:9e:03,-79
00:f8:2c:19:9e:02,-79
00:f8:2c:19:16:80,-66
00:f8:2c:19:9e:01,-79
00:f8:2c:19:9e:00,-79
00:f8:2c:19:8d:ec,-62
00:f8:2c:19:8d:ed,-62
00:f8:2c:19:8d:ee,-62
00:f8:2c:19:0e:6d,-72
00:f8:2c:19:0e:6e,-72
00:f8:2c:19:0e:6c,-70
00:f8:2c:19:0e:60,-61
00:f8:2c:19:8f:a1,-73
00:f8:2c:19:8f:a0,-73
00:f8:2c:19:8f:a3,-77
00:f8:2c:19:8f:a2,-77
