14
85
3
00:b6:70:65:ce:e3,-58
00:f8:2c:19:19:e2,-80
00:b6:70:65:ce:e0,-56
00:b6:70:65:ce:e1,-55
00:b6:70:65:ce:e2,-55
84:5d:d7:de:00:65,-81
34:f8:e7:c3:be:62,-84
34:f8:e7:c3:be:60,-83
00:b6:70:94:cb:43,-75
00:b6:70:94:cb:40,-75
00:b6:70:94:cb:41,-75
00:b6:70:94:cb:42,-75
84:5d:d7:de:00:33,-80
84:5d:d7:de:00:10,-86
34:f8:e7:bf:d1:40,-77
34:f8:e7:bf:d1:41,-77
70:18:a7:11:00:a1,-74
70:18:a7:11:00:a2,-74
70:18:a7:11:00:a0,-74
70:18:a7:11:00:a3,-74
c0:4a:00:f5:96:18,-85
00:f8:2c:19:98:ce,-76
00:f8:2c:19:98:cc,-76
00:f8:2c:19:98:cd,-77
00:b6:70:65:ce:ed,-53
00:b6:70:65:ce:ee,-55
