171
65
2
00:f8:2c:19:9f:6c,-82
00:f8:2c:19:9f:6e,-82
00:f8:2c:19:9f:6d,-82
00:f8:2c:19:36:89,-87
80:02:9c:1a:f3:23,-81
00:f8:2c:19:44:29,-83
00:f8:2c:19:44:25,-81
1c:49:7b:f3:ce:cd,-73
00:f8:2c:19:36:8a,-90
00:f8:2c:19:36:8c,-88
00:f8:2c:19:36:8b,-86
00:f8:2c:19:36:8d,-88
00:f8:2c:19:36:8f,-87
00:f8:2c:19:44:40,-69
00:f8:2c:19:44:2f,-83
00:f8:2c:19:44:2c,-85
00:f8:2c:19:9f:60,-72
00:f8:2c:19:44:2d,-85
00:f8:2c:19:44:2a,-84
00:f8:2c:19:44:2b,-83
00:f8:2c:19:44:43,-69
00:f8:2c:19:44:41,-69
00:f8:2c:19:44:42,-69
00:f8:2c:19:44:4e,-62
00:f8:2c:19:44:4d,-60
