83
106
2
e4:c3:2a:3b:91:7b,-56
84:f1:47:6d:8f:6c,-65
84:f1:47:6d:8f:6b,-66
84:f1:47:6d:8f:6d,-67
84:f1:47:6d:8f:6e,-67
c4:b3:01:de:10:c5,-70
fa:da:0c:51:0f:05,-72
84:f1:47:6c:23:03,-72
84:f1:47:6d:8f:60,-72
84:f1:47:6c:23:0e,-73
84:f1:47:6c:23:04,-73
84:f1:47:6c:23:00,-73
84:f1:47:6d:8f:63,-73
84:f1:47:6d:8f:61,-73
84:f1:47:6d:8f:62,-73
84:f1:47:6d:8f:64,-73
84:f1:47:6c:23:0b,-74
84:f1:47:6c:23:0c,-74
84:f1:47:6c:23:0d,-75
84:f1:47:6a:15:4b,-76
9a:48:b8:92:ff:71,-76
e8:48:b8:92:ff:7f,-76
84:f1:47:6a:15:4c,-78
84:f1:47:6a:15:44,-78
84:f1:47:6a:15:4e,-79
84:f1:47:6a:15:41,-79
84:f1:47:6a:15:42,-79
84:f1:47:6a:15:40,-79
c0:c9:e3:39:6e:93,-79
e4:c3:2a:3b:91:7a,-80
84:f1:47:6a:15:4d,-80
d4:ad:71:67:73:8e,-82
2c:73:a0:77:41:c3,-82
00:2a:10:52:de:01,-82
2c:73:a0:77:41:c1,-82
00:2a:10:52:de:00,-82
d4:ad:71:67:73:8d,-83
2c:73:a0:77:41:c2,-83
00:2a:10:52:de:02,-83
2c:73:a0:77:41:c0,-83
00:2a:10:52:de:03,-83
84:f1:47:6c:81:eb,-84
84:f1:47:6c:81:ee,-84
84:f1:47:6c:81:ed,-85
84:f1:47:6c:81:ec,-85
00:2a:10:52:de:0e,-86
00:2a:10:52:de:0d,-86
2a:3a:4d:1f:0e:c4,-86
00:2a:10:52:de:0c,-87
00:29:c2:e1:ee:ef,-87
84:f1:47:6d:3c:cd,-88
84:f1:47:6d:3c:cb,-88
84:f1:47:6d:3c:ce,-88
48:f8:b3:b8:21:cb,-90
84:f1:47:6d:3c:cc,-90
