123
43
2
58:ef:68:10:4a:6e,-80
00:f8:2c:19:9d:6d,-59
00:f8:2c:19:9d:6e,-65
00:f8:2c:19:98:ad,-80
00:f8:2c:19:98:ae,-81
00:f8:2c:19:13:ce,-83
00:f8:2c:19:13:cd,-82
00:f8:2c:19:98:a0,-68
00:f8:2c:19:9d:60,-57
00:f8:2c:19:9d:61,-57
00:f8:2c:19:9d:62,-57
00:f8:2c:19:9d:63,-57
04:92:26:86:ef:18,-68
04:d4:c4:46:f3:64,-69
04:92:26:86:ef:1c,-81
00:f8:2c:19:13:c1,-81
04:d4:c4:46:f3:60,-50
00:f8:2c:19:13:c0,-81
00:f8:2c:19:13:c3,-81
00:f8:2c:19:13:c2,-82
00:f8:2c:19:9a:2d,-80
00:f8:2c:19:9a:2c,-80
00:f8:2c:19:9a:2e,-80
00:f8:2c:19:9a:20,-78
00:f8:2c:19:9a:22,-78
00:f8:2c:19:9a:21,-78
00:f8:2c:19:9a:23,-78
