135
45
2
58:ef:68:10:4a:6e,-84
00:f8:2c:19:9d:6d,-51
00:f8:2c:19:9d:6e,-53
60:38:e0:dc:bb:7e,-90
00:f8:2c:19:16:2c,-84
02:2e:ae:5e:3b:5d,-94
00:f8:2c:19:16:2e,-83
00:f8:2c:19:16:2d,-83
00:f8:2c:19:9d:60,-47
00:f8:2c:19:9d:61,-47
00:f8:2c:19:9d:62,-47
00:f8:2c:19:9d:63,-47
00:f8:2c:19:44:29,-87
92:61:ae:f4:64:42,-81
04:92:26:86:ef:18,-55
00:f8:2c:19:16:21,-77
00:f8:2c:19:16:20,-77
00:f8:2c:19:16:22,-77
04:92:26:86:ef:1c,-77
b0:6e:bf:3b:e3:88,-87
04:d4:c4:46:f3:60,-61
00:f8:2c:19:44:2a,-88
00:f8:2c:19:44:2b,-89
00:f8:2c:18:f0:4c,-82
00:f8:2c:19:9a:2d,-77
00:f8:2c:19:9a:2e,-78
00:f8:2c:18:f0:4e,-83
00:f8:2c:18:f0:4d,-82
00:f8:2c:19:0e:6d,-76
00:f8:2c:19:0e:6e,-78
00:f8:2c:19:0e:6c,-78
58:41:20:79:6b:d8,-92
00:f8:2c:19:0e:60,-74
00:f8:2c:19:0e:61,-73
00:f8:2c:19:0e:62,-73
00:f8:2c:19:9a:20,-65
00:f8:2c:19:9a:22,-64
00:f8:2c:19:9a:21,-64
00:f8:2c:19:9a:23,-65
