x coordinate,y coordinate,z coordinate,Wifi ID,Wifi RSS,File name
5.0,74.0,3.0,2c:0b:e9:c2:da:0b,-45,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:02,-46,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:01,-46,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:06,-46,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:05,-46,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:04,-46,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0a,-53,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0f,-53,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0c,-53,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0d,-54,316667434998981.csv
5.0,74.0,3.0,00:b6:70:65:ce:ed,-61,316667434998981.csv
5.0,74.0,3.0,00:b6:70:65:ce:ee,-61,316667434998981.csv
5.0,74.0,3.0,00:b6:70:65:ce:e3,-63,316667434998981.csv
5.0,74.0,3.0,00:b6:70:65:ce:e0,-63,316667434998981.csv
5.0,74.0,3.0,00:b6:70:65:ce:e2,-63,316667434998981.csv
5.0,74.0,3.0,00:b6:70:65:ce:e1,-64,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:25,-68,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:21,-69,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:85,-71,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2b,-72,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2f,-73,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2a,-73,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2c,-73,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2d,-73,316667434998981.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:40,-73,316667434998981.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:41,-73,316667434998981.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:42,-73,316667434998981.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:43,-74,316667434998981.csv
5.0,74.0,3.0,c0:4a:00:f5:96:18,-77,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8b,-79,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8d,-79,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8a,-80,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8f,-80,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8c,-80,316667434998981.csv
5.0,74.0,3.0,70:18:a7:11:00:a1,-81,316667434998981.csv
5.0,74.0,3.0,70:18:a7:11:00:a2,-81,316667434998981.csv
5.0,74.0,3.0,70:18:a7:11:00:a0,-81,316667434998981.csv
5.0,74.0,3.0,70:18:a7:11:00:a3,-81,316667434998981.csv
5.0,74.0,3.0,70:18:a7:11:00:ae,-86,316667434998981.csv
5.0,74.0,3.0,70:18:a7:11:00:ac,-86,316667434998981.csv
5.0,74.0,3.0,70:18:a7:11:00:ad,-86,316667434998981.csv
5.0,74.0,3.0,16:56:11:10:e6:a2,-90,316667434998981.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:02,-46,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:01,-46,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:06,-46,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:05,-46,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:04,-46,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0b,-46,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0f,-51,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0c,-51,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0a,-52,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0d,-52,316670300446871.csv
5.0,74.0,3.0,00:b6:70:65:ce:ee,-59,316670300446871.csv
5.0,74.0,3.0,00:b6:70:65:ce:ed,-62,316670300446871.csv
5.0,74.0,3.0,00:b6:70:65:ce:e0,-63,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:26,-67,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:21,-67,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:22,-67,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:24,-67,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:25,-68,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:81,-70,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:85,-71,316670300446871.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:40,-73,316670300446871.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:41,-73,316670300446871.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:42,-73,316670300446871.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:43,-73,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:89,-75,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2c,-75,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8d,-75,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2f,-76,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:29,-76,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2a,-76,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2b,-76,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2d,-76,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8a,-76,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8f,-76,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8c,-76,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8b,-77,316670300446871.csv
5.0,74.0,3.0,70:18:a7:11:00:a1,-80,316670300446871.csv
5.0,74.0,3.0,70:18:a7:11:00:a2,-80,316670300446871.csv
5.0,74.0,3.0,70:18:a7:11:00:a0,-80,316670300446871.csv
5.0,74.0,3.0,70:18:a7:11:00:a3,-81,316670300446871.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:02,-47,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:01,-47,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:06,-47,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:05,-47,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:04,-47,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0b,-47,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0a,-50,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0d,-50,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0c,-50,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0f,-51,316673348311602.csv
5.0,74.0,3.0,00:b6:70:65:ce:ed,-61,316673348311602.csv
5.0,74.0,3.0,00:b6:70:65:ce:ee,-61,316673348311602.csv
5.0,74.0,3.0,00:b6:70:65:ce:e0,-64,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:26,-65,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:21,-65,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:22,-65,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:25,-65,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:24,-65,316673348311602.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:40,-73,316673348311602.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:41,-73,316673348311602.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:42,-73,316673348311602.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:43,-73,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8c,-75,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8a,-76,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8f,-76,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8d,-76,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:89,-77,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2f,-78,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2a,-78,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2c,-78,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2b,-78,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2d,-78,316673348311602.csv
5.0,74.0,3.0,c0:4a:00:f5:96:18,-79,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8b,-79,316673348311602.csv
5.0,74.0,3.0,70:18:a7:11:00:a0,-81,316673348311602.csv
5.0,74.0,3.0,70:18:a7:11:00:a3,-82,316673348311602.csv
5.0,74.0,3.0,70:18:a7:11:00:a2,-83,316673348311602.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:02,-44,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:01,-44,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:05,-44,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:04,-44,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:06,-45,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0b,-47,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0a,-59,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0d,-59,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0c,-59,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0f,-60,316676279746112.csv
5.0,74.0,3.0,00:b6:70:65:ce:ee,-61,316676279746112.csv
5.0,74.0,3.0,00:b6:70:65:ce:ed,-62,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:81,-64,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:85,-64,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:26,-66,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:21,-66,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:22,-66,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:25,-66,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:24,-66,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2d,-71,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2f,-72,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2a,-72,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2c,-72,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2b,-73,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8f,-73,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8c,-73,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:89,-74,316676279746112.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:40,-75,316676279746112.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:41,-75,316676279746112.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:42,-75,316676279746112.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:43,-75,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8a,-75,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8b,-75,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8d,-76,316676279746112.csv
5.0,74.0,3.0,c0:4a:00:f5:96:18,-80,316676279746112.csv
5.0,74.0,3.0,70:18:a7:11:00:a0,-84,316676279746112.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:02,-44,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:06,-44,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:05,-44,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:01,-45,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:04,-45,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0b,-46,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0f,-58,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0a,-59,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0d,-59,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c2:da:0c,-59,316679193384580.csv
5.0,74.0,3.0,00:b6:70:65:ce:ed,-61,316679193384580.csv
5.0,74.0,3.0,00:b6:70:65:ce:ee,-61,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:81,-63,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:85,-63,316679193384580.csv
5.0,74.0,3.0,00:b6:70:65:ce:e3,-64,316679193384580.csv
5.0,74.0,3.0,00:b6:70:65:ce:e0,-64,316679193384580.csv
5.0,74.0,3.0,00:b6:70:65:ce:e1,-64,316679193384580.csv
5.0,74.0,3.0,00:b6:70:65:ce:e2,-64,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:26,-67,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:22,-67,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:25,-67,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:24,-67,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:21,-68,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2f,-70,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2c,-70,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2b,-71,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2d,-71,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c7:2a:2a,-72,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8a,-73,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8d,-73,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8c,-74,316679193384580.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:42,-75,316679193384580.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:43,-75,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8f,-75,316679193384580.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:40,-76,316679193384580.csv
5.0,74.0,3.0,34:f8:e7:bf:d1:41,-76,316679193384580.csv
5.0,74.0,3.0,2c:0b:e9:c6:e1:8b,-76,316679193384580.csv
5.0,74.0,3.0,c0:4a:00:f5:96:18,-78,316679193384580.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:02,-55,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:06,-55,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:04,-55,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:01,-56,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:05,-56,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0b,-59,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0a,-68,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0d,-69,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0c,-69,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0f,-70,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:25,-77,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2f,-80,316695250642586.csv
7.0,76.0,3.0,00:b6:70:65:ce:e1,-81,316695250642586.csv
7.0,76.0,3.0,00:b6:70:65:ce:e0,-82,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2a,-83,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2c,-83,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2b,-83,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2d,-83,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8a,-83,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8d,-83,316695250642586.csv
7.0,76.0,3.0,c0:4a:00:f5:96:18,-84,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8f,-84,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8b,-84,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8c,-85,316695250642586.csv
7.0,76.0,3.0,00:b6:70:65:ce:ee,-85,316695250642586.csv
7.0,76.0,3.0,00:b6:70:65:ce:ed,-86,316695250642586.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:02,-54,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:01,-55,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:06,-55,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:05,-55,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:04,-55,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0b,-55,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0f,-65,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0c,-65,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0a,-66,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0d,-66,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:21,-73,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:25,-74,316698517776661.csv
7.0,76.0,3.0,00:b6:70:65:ce:e0,-76,316698517776661.csv
7.0,76.0,3.0,c0:4a:00:f5:96:18,-82,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8a,-85,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8f,-85,316698517776661.csv
7.0,76.0,3.0,00:b6:70:65:ce:ed,-85,316698517776661.csv
7.0,76.0,3.0,00:b6:70:65:ce:ee,-85,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8b,-86,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8c,-87,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:8d,-87,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2f,-88,316698517776661.csv
7.0,76.0,3.0,16:56:11:10:e6:a2,-88,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2a,-88,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2c,-89,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2b,-89,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2d,-91,316698517776661.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:02,-54,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:01,-54,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:06,-54,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:05,-54,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:04,-54,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0b,-58,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0a,-64,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0d,-64,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0c,-64,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0f,-65,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:21,-76,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:25,-76,316701417254085.csv
7.0,76.0,3.0,00:b6:70:65:ce:e0,-77,316701417254085.csv
7.0,76.0,3.0,00:b6:70:65:ce:ed,-83,316701417254085.csv
7.0,76.0,3.0,00:b6:70:65:ce:ee,-84,316701417254085.csv
7.0,76.0,3.0,c0:4a:00:f5:96:18,-85,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:29,-86,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2f,-87,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2a,-87,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2d,-87,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2c,-88,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2b,-88,316701417254085.csv
7.0,76.0,3.0,30:23:03:d9:97:6a,-92,316701417254085.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:02,-54,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:01,-54,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:06,-54,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:05,-54,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:04,-54,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0b,-61,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0f,-65,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0c,-65,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0a,-66,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0d,-66,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:24,-75,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:26,-76,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:21,-76,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:22,-76,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:25,-76,316704325638542.csv
7.0,76.0,3.0,00:b6:70:65:ce:e0,-77,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c6:e1:85,-84,316704325638542.csv
7.0,76.0,3.0,c0:4a:00:f5:96:18,-85,316704325638542.csv
7.0,76.0,3.0,00:b6:70:65:ce:ee,-85,316704325638542.csv
7.0,76.0,3.0,00:b6:70:65:ce:ed,-86,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:29,-87,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2f,-88,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2c,-88,316704325638542.csv
7.0,76.0,3.0,00:29:c2:e1:d8:ed,-88,316704325638542.csv
7.0,76.0,3.0,00:29:c2:e1:d8:ee,-88,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2a,-89,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2b,-89,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2d,-89,316704325638542.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:02,-54,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:01,-54,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:06,-54,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:05,-54,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:04,-55,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0b,-58,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0f,-67,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0d,-67,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0a,-68,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c2:da:0c,-68,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:21,-76,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:25,-76,316707160397470.csv
7.0,76.0,3.0,00:b6:70:65:ce:e3,-77,316707160397470.csv
7.0,76.0,3.0,00:b6:70:65:ce:e1,-77,316707160397470.csv
7.0,76.0,3.0,00:b6:70:65:ce:e2,-77,316707160397470.csv
7.0,76.0,3.0,00:b6:70:65:ce:e0,-78,316707160397470.csv
7.0,76.0,3.0,c0:4a:00:f5:96:18,-83,316707160397470.csv
7.0,76.0,3.0,00:b6:70:65:ce:ed,-85,316707160397470.csv
7.0,76.0,3.0,00:b6:70:65:ce:ee,-85,316707160397470.csv
7.0,76.0,3.0,16:56:11:10:e6:a2,-87,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2c,-88,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2b,-88,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2a,-90,316707160397470.csv
7.0,76.0,3.0,2c:0b:e9:c7:2a:2d,-90,316707160397470.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:02,-36,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:01,-36,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:05,-36,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:04,-36,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:06,-38,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:0a,-39,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:0f,-39,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:0d,-39,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:0c,-39,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c2:da:0b,-41,316725210444685.csv
6.0,78.0,3.0,00:b6:70:65:ce:ed,-56,316725210444685.csv
6.0,78.0,3.0,00:b6:70:65:ce:ee,-56,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c7:2a:21,-60,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c7:2a:25,-60,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c7:2a:2a,-62,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c7:2a:2b,-62,316725210444685.csv
6.0,78.0,3.0,00:b6:70:65:ce:e3,-63,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c7:2a:2f,-63,316725210444685.csv
6.0,78.0,3.0,00:b6:70:65:ce:e0,-63,316725210444685.csv
6.0,78.0,3.0,00:b6:70:65:ce:e2,-63,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c7:2a:2c,-63,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c7:2a:2d,-63,316725210444685.csv
6.0,78.0,3.0,2c:0b:e9:c6:e1:85,-65,316725210444685.csv
