60
48
3
88:d7:f6:a4:06:d8,-77
00:f8:2c:19:9f:ae,-42
00:f8:2c:19:9f:ad,-38
00:f8:2c:19:9f:ac,-42
00:f8:2c:19:9f:a0,-47
88:d7:f6:a4:06:dc,-76
1c:1d:86:31:9c:90,-79
70:18:a7:12:71:ee,-87
70:18:a7:12:71:ed,-88
ac:84:c6:36:b0:24,-79
ac:84:c6:36:b0:22,-73
30:23:03:d9:97:6a,-81
30:23:03:d9:97:6c,-81
00:f8:2c:19:8e:83,-75
00:f8:2c:19:8e:82,-75
00:f8:2c:19:8e:81,-75
00:f8:2c:19:8e:80,-75
d4:2c:44:e3:b6:af,-68
d4:2c:44:e3:b6:ad,-67
d4:2c:44:e3:b6:ab,-68
d4:2c:44:e3:b6:ac,-68
d4:2c:44:e3:b6:aa,-68
d4:2c:44:e3:b6:a5,-66
d4:2c:44:e3:b6:a8,-68
d4:2c:44:e3:b6:a9,-68
d4:2c:44:e3:b6:a1,-66
cc:40:d0:81:39:cb,-80
cc:40:d0:81:39:ca,-76
8c:be:be:2b:7c:34,-74
8c:be:be:2b:7c:35,-87
00:f8:2c:19:8e:8c,-78
00:f8:2c:19:8e:8e,-78
00:f8:2c:19:8e:8d,-77
34:0a:68:26:05:1f,-82
30:b5:c2:27:23:ac,-82
