150
77
3
60:e3:27:ed:36:d2,-72
00:f8:2c:18:fb:ce,-58
00:f8:2c:18:fb:cd,-54
00:f8:2c:18:fb:cc,-57
00:f8:2c:18:fb:c0,-49
d8:0d:17:1f:8f:a3,-78
00:f8:2c:19:1e:8c,-80
00:f8:2c:19:1e:8d,-81
00:f8:2c:19:1e:8e,-79
00:f8:2c:19:1e:83,-79
00:f8:2c:19:1e:81,-79
00:f8:2c:19:1e:82,-78
70:4f:57:b6:e8:73,-69
70:4f:57:b6:e8:72,-75
00:f8:2c:19:1e:80,-79
80:02:9c:1a:f4:85,-44
38:2c:4a:ee:8a:10,-78
38:2c:4a:ee:8a:14,-87
34:0a:98:6c:c8:4f,-63
70:db:98:b8:20:ed,-66
70:db:98:b8:20:ec,-67
70:db:98:b8:20:ee,-67
70:db:98:b8:20:e3,-67
70:db:98:b8:20:e1,-67
70:db:98:b8:20:e0,-67
