32
85
3
54:8a:ba:db:a6:2b,-77
54:8a:ba:db:a6:2c,-78
54:8a:ba:db:a6:2a,-80
00:f8:2c:19:9f:23,-78
00:f8:2c:19:9f:22,-79
00:f8:2c:19:9f:21,-79
00:f8:2c:19:9f:20,-78
54:8a:ba:db:a6:2d,-78
84:5d:d7:de:00:70,-77
84:5d:d7:de:00:5f,-81
84:5d:d7:de:00:65,-89
54:8a:ba:db:a6:29,-77
84:5d:d7:de:00:58,-69
84:5d:d7:de:00:33,-72
84:5d:d7:de:00:28,-79
84:5d:d7:de:00:1a,-71
84:5d:d7:de:00:22,-90
84:5d:d7:de:00:21,-84
62:38:e0:ab:39:6c,-76
00:f8:2c:19:98:c3,-62
00:f8:2c:19:98:c1,-61
00:f8:2c:19:98:c2,-62
00:f8:2c:19:98:c0,-84
62:38:e0:ab:39:6b,-90
00:f8:2c:19:90:8e,-88
00:f8:2c:19:90:8d,-86
84:5d:d7:de:00:10,-73
84:5d:d7:de:00:08,-83
b0:aa:77:45:24:00,-76
b0:aa:77:45:24:02,-76
b0:aa:77:45:24:01,-76
b0:aa:77:45:24:03,-76
00:f8:2c:19:90:80,-77
00:f8:2c:19:35:40,-81
00:f8:2c:19:35:4c,-67
00:f8:2c:19:35:4d,-68
00:f8:2c:19:35:4e,-68
60:38:e0:ab:39:68,-90
60:38:e0:ab:39:69,-76
00:f8:2c:19:98:ce,-60
00:f8:2c:19:98:cd,-48
00:b6:70:65:ce:ed,-84
00:b6:70:65:ce:ee,-84
