113
67
3
00:f8:2c:19:37:cc,-78
00:f8:2c:19:37:ce,-76
00:f8:2c:19:37:cd,-75
3c:cd:57:a3:61:ab,-79
00:f8:2c:19:44:c0,-66
d4:2c:44:dc:aa:4d,-89
d4:2c:44:dc:aa:4b,-87
d4:2c:44:dc:aa:4c,-89
d4:2c:44:dc:aa:4f,-88
00:f8:2c:19:44:25,-81
00:f8:2c:19:44:21,-80
00:f8:2c:19:44:22,-81
d4:2c:44:dc:aa:4a,-88
20:0d:b0:40:9e:e2,-79
00:f8:2c:19:44:cd,-54
00:f8:2c:19:44:ce,-64
00:f8:2c:19:39:ad,-84
00:f8:2c:19:39:ae,-86
00:f8:2c:19:9a:41,-84
00:f8:2c:19:9a:40,-85
d8:0d:17:1f:8f:a4,-76
00:f8:2c:19:43:8d,-84
00:f8:2c:19:43:8e,-84
00:f8:2c:19:3f:a0,-67
00:f8:2c:19:3f:a3,-68
00:f8:2c:19:3f:a2,-67
00:f8:2c:19:3f:a1,-67
c0:25:e9:66:31:36,-90
fa:d0:27:3a:58:8e,-70
00:a3:8e:60:cc:a0,-82
80:02:9c:1a:f3:b3,-87
00:a3:8e:4e:5f:4e,-87
d4:2c:44:dc:aa:45,-80
00:a3:8e:4e:5f:4d,-87
00:f8:2c:19:3e:83,-81
00:f8:2c:19:3e:81,-81
00:f8:2c:19:3e:82,-81
00:f8:2c:19:3e:8e,-85
00:f8:2c:19:3e:8c,-85
00:f8:2c:19:3e:8d,-86
