90
52
3
b0:6e:bf:3e:b2:18,-73
00:f8:2c:1c:8e:8c,-81
00:f8:2c:1c:8e:8d,-83
00:f8:2c:1c:8e:8e,-82
00:f8:2c:19:7a:83,-77
00:f8:2c:19:7a:80,-77
00:f8:2c:19:7a:82,-77
00:f8:2c:19:7a:81,-77
00:2f:5c:69:1b:40,-57
00:f8:2c:18:f8:ac,-82
00:f8:2c:18:f8:ad,-82
00:2a:10:52:de:f2,-82
00:f8:2c:18:f8:ae,-82
00:2f:5c:69:1b:4e,-62
00:2f:5c:69:1b:4d,-55
66:bc:58:83:6d:0a,-70
00:f8:2c:19:38:40,-65
00:f8:2c:19:38:41,-65
00:f8:2c:19:38:42,-65
00:f8:2c:19:38:43,-65
a0:ab:1b:ec:84:05,-61
00:f8:2c:19:38:4d,-74
00:f8:2c:19:38:4e,-75
00:f8:2c:19:38:4c,-75
d6:6a:6a:9d:a0:9a,-78
96:53:30:b6:84:d5,-73
a0:93:51:02:77:40,-82
9c:3d:cf:cf:32:f0,-88
a0:93:51:02:77:4d,-72
a0:93:51:02:77:4c,-71
a0:93:51:02:77:4e,-72
