68
67
3
00:f8:2c:19:42:ee,-75
00:f8:2c:19:42:ed,-76
00:f8:2c:19:42:ec,-76
00:b0:e1:a6:b6:02,-83
00:b0:e1:a6:b6:01,-82
00:f8:2c:19:9d:4d,-87
00:f8:2c:19:44:c0,-79
00:f8:2c:19:44:c1,-78
00:f8:2c:19:39:a0,-48
68:ca:e4:3a:6c:e5,-74
70:db:98:6d:bf:e1,-80
68:ca:e4:3a:6c:e6,-74
70:db:98:6d:bf:e2,-80
68:ca:e4:3a:6c:e1,-74
00:f8:2c:19:44:cd,-78
70:db:98:6d:bf:e3,-79
68:ca:e4:3a:6c:e4,-74
00:f8:2c:19:44:ce,-77
00:f8:2c:19:39:ad,-52
00:f8:2c:19:39:ae,-56
f4:8c:eb:05:dc:08,-72
00:f8:2c:19:9f:41,-82
70:db:98:6d:bf:ee,-88
00:f8:2c:19:9f:40,-83
70:db:98:6d:bf:ec,-88
70:db:98:6d:bf:ed,-89
00:f8:2c:19:9f:43,-83
f4:8c:eb:05:dc:07,-71
00:f8:2c:19:9f:42,-83
54:b8:0a:21:72:d0,-63
00:f8:2c:19:43:8d,-82
00:f8:2c:19:43:8e,-81
70:db:98:73:f8:40,-76
d6:6a:6a:9d:a0:9a,-85
00:f8:2c:19:3f:00,-73
c0:25:e9:66:31:36,-52
70:db:98:73:f8:4d,-84
70:db:98:73:f8:4e,-84
70:db:98:73:f8:4c,-84
00:f8:2c:19:3f:0d,-81
00:f8:2c:19:8f:2e,-83
00:f8:2c:19:8f:2d,-83
00:f8:2c:19:8f:2c,-84
80:02:9c:1a:f3:b3,-61
00:f8:2c:19:2f:00,-64
00:f8:2c:19:2f:02,-64
00:f8:2c:19:2f:01,-64
00:f8:2c:19:2f:03,-64
00:f8:2c:19:42:e0,-64
00:f8:2c:19:2f:0d,-67
00:f8:2c:19:2f:0c,-66
00:f8:2c:19:2f:0e,-67
